7.69266	-5.9869
-7.0257	2.41381
-4.27959	-8.97444
3.43286	-1.76459
0.474879	-2.81684
-2.22066	6.8669
-1.10477	0.413755
-7.59818	2.61897
1.6264	-0.751124
-0.00525555	1.07925
-8.01857	3.70197
0.662927	-0.915757
-2.65573	-4.44498
-4.63791	-4.6947
-7.84643	-23.2013
-24.5684	-10.9541
-7.99677	-9.96618
-13.4585	-4.88175
-5.98915	-10.9822
-15.9045	-1.17448
-2.86259	-5.65019
-4.84283	-10.8304
-18.5903	-0.0200762
-1.02723	-5.98776
-4.74623	0.690001
3.57318	-6.03225
-5.09584	-3.97866
-3.44737	4.7749
1.50876	-3.68931
-8.43886	-11.2463
-11.2002	-9.15493
-9.04736	8.80453
9.5728	-9.88221
-7.64063	-18.7478
-16.6752	-15.2717
-18.4211	-20.6065
-21.615	15.2345
8.5715	-9.73622
-20.844	-11.2174
-7.33911	-0.38465
-3.23793	-8.92545
-7.43879	-4.68354
-7.41032	-8.11582
-2.37229	-5.80139
-0.503961	-1.52415
-0.018757	-27.1815
-29.9489	-9.21623
-12.6	-13.6111
-7.72315	-10.2672
-5.34391	-10.0387
-9.70651	-9.17057
-11.6574	3.13315
10.4162	-0.803678
-4.06273	-9.08497
-2.5294	-13.0804
-5.4631	-21.4334
-21.2127	-10.0398
-9.27134	-1.65029
0.133373	-16.8629
-11.4054	-9.97463
1.06212	-0.861921
-6.06655	-17.1798
-18.0763	-7.01536
-14.2146	-0.112837
-3.53406	-9.93175
-10.229	-4.95883
-5.27993	-10.0426
-1.7411	-0.907503
-0.0147439	4.5798
9.47215	6.56557
-0.202883	1.1182
5.81996	1.42524
2.39367	10.3514
3.11838	-3.08119
-4.55598	-13.2272
-8.1858	3.11841
0.877563	-13.9791
-11.7376	-19.0416
-18.7623	2.74731
-1.21044	0.746637
1.74061	-34.4356
-35.2365	-17.1498
-23.6452	-11.4386
-18.8784	-4.43744
-17.642	3.70136
4.97137	-2.48973
-1.26939	-16.3282
-18.3451	0.251962
1.21795	-16.1339
-14.7675	1.04985
1.55646	-7.07124
-8.89241	-3.18065
-2.68583	-2.15922
1.42011	-5.62754
-14.9922	-9.4231
-14.6526	1.84722
-2.1501	-9.77947
-12.2705	-0.52328
-1.75562	-11.9667
-13.1296	-8.06352
-10.2941	0.393947
-4.05097	-11.1758
4.58066	-2.15588
-14.3654	-5.70156
-10.7772	-6.86711
2.63456	-1.19978
-2.7527	-6.79628
-10.1504	-5.06118
-5.44409	-4.06488
-3.24053	-3.05567
-5.45886	-10.2946
-12.6934	7.10014
6.47829	-15.4011
-12.7925	-6.84764
-6.08147	-13.128
-15.1318	-16.7513
-4.74142	-14.3113
-15.8153	8.77445
2.18306	-16.5152
-19.4301	-4.49085
-2.86632	-1.20148
0.103147	5.07355
3.94376	-14.725
-8.61325	-0.0724509
-3.90732	-12.5294
-7.74818	-8.92054
-10.9577	-9.53644
-9.83645	1.15378
2.62318	-10.9201
-8.50674	-10.0362
-12.2083	-27.4107
-25.6866	-1.47581
-0.32467	-4.0186
-6.73963	6.7301
5.49622	-12.6031
-14.825	-6.51575
-4.13709	-5.80697
-5.99788	-0.331129
0.877163	0.0807749
3.30321	-1.88356
-3.32684	-3.83911
-1.38784	-3.59758
